sum;dependencia;mes
15501678;ESC. BAS. 2388 SAN CARLOS BORROMEO;julio
15501678;ESC. BAS. 2388 SAN CARLOS BORROMEO;junio
41739926;ESC. BAS. 238 GRAL. JOSE E. DIAZ;agosto
41739926;ESC. BAS. 238 GRAL. JOSE E. DIAZ;julio
41739926;ESC. BAS. 238 GRAL. JOSE E. DIAZ;junio
63285418;ESC. BAS. 2391 CHOFERES DEL CHACO;agosto
61627186;ESC. BAS. 2391 CHOFERES DEL CHACO;julio
61627186;ESC. BAS. 2391 CHOFERES DEL CHACO;junio
50508420;ESC. BAS. 2392 P.S.CTRO.EDUC.VILLA LAURELTY;agosto
50508420;ESC. BAS. 2392 P.S.CTRO.EDUC.VILLA LAURELTY;julio
49704420;ESC. BAS. 2392 P.S.CTRO.EDUC.VILLA LAURELTY;junio
60106062;ESC. BAS. 2393 (11935) JORGE ALCIBIADEZ GADEA;agosto
60106062;ESC. BAS. 2393 (11935) JORGE ALCIBIADEZ GADEA;julio
60106062;ESC. BAS. 2393 (11935) JORGE ALCIBIADEZ GADEA;junio
6988800;ESC. BAS. 2393 JORGE A. GADEA;agosto
6988800;ESC. BAS. 2393 JORGE A. GADEA;julio
6988800;ESC. BAS. 2393 JORGE A. GADEA;junio
43181122;ESC. BAS. 2394 SRA. CAROLINA ROMERO;agosto
43181122;ESC. BAS. 2394 SRA. CAROLINA ROMERO;julio
43181122;ESC. BAS. 2394 SRA. CAROLINA ROMERO;junio
19898784;ESC. BAS. 2395 PRIV. MARIA AUXILIADORA;agosto
19898784;ESC. BAS. 2395 PRIV. MARIA AUXILIADORA;julio
19898784;ESC. BAS. 2395 PRIV. MARIA AUXILIADORA;junio
65826264;ESC. BAS. 2396 SR. ANGEL RIQUELME;agosto
65826264;ESC. BAS. 2396 SR. ANGEL RIQUELME;julio
65608514;ESC. BAS. 2396 SR. ANGEL RIQUELME;junio
40970158;ESC. BAS. 2397 VIRGEN DE LAS MERCEDES;agosto
40970158;ESC. BAS. 2397 VIRGEN DE LAS MERCEDES;julio
40970158;ESC. BAS. 2397 VIRGEN DE LAS MERCEDES;junio
57937086;ESC. BAS. 2398 VIRGEN DEL PILAR;agosto
57937086;ESC. BAS. 2398 VIRGEN DEL PILAR;julio
57937086;ESC. BAS. 2398 VIRGEN DEL PILAR;junio
45106640;ESC. BAS. 2399 SANTA LIBRADA;agosto
45106640;ESC. BAS. 2399 SANTA LIBRADA;julio
45106640;ESC. BAS. 2399 SANTA LIBRADA;junio
23398784;ESC. BAS. 239 CARMEN B.DE GOROSTIAGA;agosto
23398784;ESC. BAS. 239 CARMEN B.DE GOROSTIAGA;julio
23398784;ESC. BAS. 239 CARMEN B.DE GOROSTIAGA;junio
112735872;ESC. BAS. 23 ESPAÑA;agosto
112735872;ESC. BAS. 23 ESPAÑA;julio
112735872;ESC. BAS. 23 ESPAÑA;junio
40266474;ESC. BAS. 2400 MONS. JUAN S. BOGARIN;agosto
40266474;ESC. BAS. 2400 MONS. JUAN S. BOGARIN;julio
40266474;ESC. BAS. 2400 MONS. JUAN S. BOGARIN;junio
43013568;ESC. BAS. 2401 SAN ROQUE GONZALEZ DE SANTACRUZ;agosto
43013568;ESC. BAS. 2401 SAN ROQUE GONZALEZ DE SANTACRUZ;julio
43013568;ESC. BAS. 2401 SAN ROQUE GONZALEZ DE SANTACRUZ;junio
40865274;ESC. BAS. 2402 NTRA.SRA.DEL PERPETUO SOCORRO;agosto
41956221;ESC. BAS. 2402 NTRA.SRA.DEL PERPETUO SOCORRO;julio
44133721;ESC. BAS. 2402 NTRA.SRA.DEL PERPETUO SOCORRO;junio
29931266;ESC. BAS. 2403 SAN JUAN BAUTISTA;agosto
29931266;ESC. BAS. 2403 SAN JUAN BAUTISTA;julio
29931266;ESC. BAS. 2403 SAN JUAN BAUTISTA;junio
20576856;ESC. BAS. 2404 DON LUCIANO GOMEZ;agosto
20576856;ESC. BAS. 2404 DON LUCIANO GOMEZ;julio
20426106;ESC. BAS. 2404 DON LUCIANO GOMEZ;junio
45777336;ESC. BAS. 2405 DOÑA ESTANISLAA G.DE DOLDAN I.;agosto
45777336;ESC. BAS. 2405 DOÑA ESTANISLAA G.DE DOLDAN I.;julio
45978336;ESC. BAS. 2405 DOÑA ESTANISLAA G.DE DOLDAN I.;junio
3408232;ESC. BAS. 2406 CABO GERVASIO LEON;agosto
3408232;ESC. BAS. 2406 CABO GERVASIO LEON;julio
3408232;ESC. BAS. 2406 CABO GERVASIO LEON;junio
44336926;ESC. BAS. 2407;agosto
44336926;ESC. BAS. 2407;julio
44336926;ESC. BAS. 2407;junio
31931820;ESC. BAS. 2408 UNITED STATES OF AMERICA;agosto
31931820;ESC. BAS. 2408 UNITED STATES OF AMERICA;julio
31931820;ESC. BAS. 2408 UNITED STATES OF AMERICA;junio
21573874;ESC. BAS. 2409 ELOY FARIÑA NUÑEZ;agosto
21724624;ESC. BAS. 2409 ELOY FARIÑA NUÑEZ;julio
21724624;ESC. BAS. 2409 ELOY FARIÑA NUÑEZ;junio
103906618;ESC. BAS. 240 GRAL. EUGENIO A. GARAY;agosto
103906618;ESC. BAS. 240 GRAL. EUGENIO A. GARAY;julio
103906618;ESC. BAS. 240 GRAL. EUGENIO A. GARAY;junio
34712516;ESC. BAS. 2410 DEFENSORES DEL CHACO;agosto
34712516;ESC. BAS. 2410 DEFENSORES DEL CHACO;julio
34712516;ESC. BAS. 2410 DEFENSORES DEL CHACO;junio
82918364;ESC. BAS. 2411 MCAL. FRANCISCO S. LOPEZ;agosto
82918364;ESC. BAS. 2411 MCAL. FRANCISCO S. LOPEZ;julio
82918364;ESC. BAS. 2411 MCAL. FRANCISCO S. LOPEZ;junio
8291160;ESC. BAS. 2412 SAN MIGUEL;agosto
8291160;ESC. BAS. 2412 SAN MIGUEL;julio
8291160;ESC. BAS. 2412 SAN MIGUEL;junio
40725712;ESC. BAS. 2413 SARA PORTILLO DE INSFRAN;agosto
40725712;ESC. BAS. 2413 SARA PORTILLO DE INSFRAN;julio
40725712;ESC. BAS. 2413 SARA PORTILLO DE INSFRAN;junio
9949392;ESC. BAS. 2414 SAN MIGUEL;agosto
9949392;ESC. BAS. 2414 SAN MIGUEL;julio
9949392;ESC. BAS. 2414 SAN MIGUEL;junio
3316464;ESC. BAS. 2415 SAGRADO CORAZON DE JESUS;agosto
3316464;ESC. BAS. 2415 SAGRADO CORAZON DE JESUS;julio
3316464;ESC. BAS. 2415 SAGRADO CORAZON DE JESUS;junio
15979428;ESC. BAS. 2416 VIRGEN DE CAACUPE;agosto
15979428;ESC. BAS. 2416 VIRGEN DE CAACUPE;julio
15979428;ESC. BAS. 2416 VIRGEN DE CAACUPE;junio
25727766;ESC. BAS. 2417 SAN ANTONIO;agosto
25727766;ESC. BAS. 2417 SAN ANTONIO;julio
25727766;ESC. BAS. 2417 SAN ANTONIO;junio
9949392;ESC. BAS. 2418 VIRGEN DE FATIMA;agosto
9949392;ESC. BAS. 2418 VIRGEN DE FATIMA;julio
9949392;ESC. BAS. 2418 VIRGEN DE FATIMA;junio
1658232;ESC. BAS. 2419 DIVINO NIÑO JESUS;agosto
1658232;ESC. BAS. 2419 DIVINO NIÑO JESUS;julio
1658232;ESC. BAS. 2419 DIVINO NIÑO JESUS;junio
82525562;ESC. BAS. 241 ESTANISLAO SANABRIA;agosto
79209098;ESC. BAS. 241 ESTANISLAO SANABRIA;julio
79209098;ESC. BAS. 241 ESTANISLAO SANABRIA;junio
20535356;ESC. BAS. 2420 RUDI TORGA;agosto
20535356;ESC. BAS. 2420 RUDI TORGA;julio
20535356;ESC. BAS. 2420 RUDI TORGA;junio
40005140;ESC. BAS. 2423 (12826) VICENTE IGNACIO ITURBE;agosto
40005140;ESC. BAS. 2423 (12826) VICENTE IGNACIO ITURBE;julio
40005140;ESC. BAS. 2423 (12826) VICENTE IGNACIO ITURBE;junio
3316464;ESC. BAS. 2424;agosto
3316464;ESC. BAS. 2424;julio
3316464;ESC. BAS. 2424;junio
3316464;ESC. BAS. 2425;agosto
3316464;ESC. BAS. 2425;julio
3316464;ESC. BAS. 2425;junio
17955874;ESC. BAS. 2427 SAN ISIDRO LABRADOR;agosto
17955874;ESC. BAS. 2427 SAN ISIDRO LABRADOR;julio
17955874;ESC. BAS. 2427 SAN ISIDRO LABRADOR;junio
16748124;ESC. BAS. 2428;agosto
16748124;ESC. BAS. 2428;julio
16748124;ESC. BAS. 2428;junio
17476910;ESC. BAS. 2429;agosto
17476910;ESC. BAS. 2429;julio
17476910;ESC. BAS. 2429;junio
28527418;ESC. BAS. 242 CARLOS FERNANDEZ;agosto
28527418;ESC. BAS. 242 CARLOS FERNANDEZ;julio
28527418;ESC. BAS. 242 CARLOS FERNANDEZ;junio
16917374;ESC. BAS. 2430 JORGE WILKE;agosto
16917374;ESC. BAS. 2430 JORGE WILKE;julio
16917374;ESC. BAS. 2430 JORGE WILKE;junio
19898784;ESC. BAS. 2431 DON CARLOS A. GONZALEZ A.;agosto
19898784;ESC. BAS. 2431 DON CARLOS A. GONZALEZ A.;julio
19898784;ESC. BAS. 2431 DON CARLOS A. GONZALEZ A.;junio
40868926;ESC. BAS. 2432 TTE. 2º ROBUSTIANO DAVILA;agosto
40868926;ESC. BAS. 2432 TTE. 2º ROBUSTIANO DAVILA;julio
40868926;ESC. BAS. 2432 TTE. 2º ROBUSTIANO DAVILA;junio
6632928;ESC. BAS. 2434 MCAL. JOSE F. ESTIGARRIBIA;agosto
8291160;ESC. BAS. 2434 MCAL. JOSE F. ESTIGARRIBIA;julio
8291160;ESC. BAS. 2434 MCAL. JOSE F. ESTIGARRIBIA;junio
46152622;ESC. BAS. 2436 PRRQ. SUBV. J. FRANCISCO GOMEZ;agosto
46152622;ESC. BAS. 2436 PRRQ. SUBV. J. FRANCISCO GOMEZ;julio
46152622;ESC. BAS. 2436 PRRQ. SUBV. J. FRANCISCO GOMEZ;junio
4974696;ESC. BAS. 2437 DOÑA MARIA FRANK DE ROTTER;agosto
4974696;ESC. BAS. 2437 DOÑA MARIA FRANK DE ROTTER;julio
4974696;ESC. BAS. 2437 DOÑA MARIA FRANK DE ROTTER;junio
6632928;ESC. BAS. 2438 SAN CARLOS;agosto
6632928;ESC. BAS. 2438 SAN CARLOS;julio
6632928;ESC. BAS. 2438 SAN CARLOS;junio
6632928;ESC. BAS. 2439 JR. AGUEDO GONZALEZ;agosto
6632928;ESC. BAS. 2439 JR. AGUEDO GONZALEZ;julio
6632928;ESC. BAS. 2439 JR. AGUEDO GONZALEZ;junio
63865180;ESC. BAS. 243 PROF. ETELVINA S. DE ALVARENGA;agosto
61905448;ESC. BAS. 243 PROF. ETELVINA S. DE ALVARENGA;julio
61905448;ESC. BAS. 243 PROF. ETELVINA S. DE ALVARENGA;junio
3316464;ESC. BAS. 2440 DON LUIS FRIDOLIN MULLER;agosto
3316464;ESC. BAS. 2440 DON LUIS FRIDOLIN MULLER;julio
3316464;ESC. BAS. 2440 DON LUIS FRIDOLIN MULLER;junio
8291160;ESC. BAS 2441 SGTO. 2º PLACIDO BAEZ;agosto
8291160;ESC. BAS 2441 SGTO. 2º PLACIDO BAEZ;julio
8291160;ESC. BAS 2441 SGTO. 2º PLACIDO BAEZ;junio
4974696;ESC. BAS. 2. 442 GRAL. JOSE E. DIAZ;agosto
4974696;ESC. BAS. 2. 442 GRAL. JOSE E. DIAZ;julio
4974696;ESC. BAS. 2. 442 GRAL. JOSE E. DIAZ;junio
14924088;ESC. BAS. 2443;agosto
14924088;ESC. BAS. 2443;julio
14924088;ESC. BAS. 2443;junio
3316464;ESC. BAS. 2444 SAN RAMON NONATO;agosto
4974696;ESC. BAS. 2444 SAN RAMON NONATO;julio
4974696;ESC. BAS. 2444 SAN RAMON NONATO;junio
52644140;ESC. BAS. 2445 SAN FRANCISCO DE ASIS;agosto
52644140;ESC. BAS. 2445 SAN FRANCISCO DE ASIS;julio
52644140;ESC. BAS. 2445 SAN FRANCISCO DE ASIS;junio
6632928;ESC. BAS. 2446 RAMON I. CARDOZO;agosto
6632928;ESC. BAS. 2446 RAMON I. CARDOZO;julio
6632928;ESC. BAS. 2446 RAMON I. CARDOZO;junio
23876624;ESC. BAS. 2447 SILVANA MELGAREJO;agosto
23876624;ESC. BAS. 2447 SILVANA MELGAREJO;julio
23876624;ESC. BAS. 2447 SILVANA MELGAREJO;junio
1658232;ESC. BAS. 2448 SAN PEDRO;agosto
1658232;ESC. BAS. 2448 SAN PEDRO;julio
1658232;ESC. BAS. 2448 SAN PEDRO;junio
6632928;ESC. BAS. 2449 12 DE JUNIO;agosto
6632928;ESC. BAS. 2449 12 DE JUNIO;julio
6632928;ESC. BAS. 2449 12 DE JUNIO;junio
65156414;ESC. BAS. 244 RCA. ORIENTAL DEL URUGUAY;agosto
65156414;ESC. BAS. 244 RCA. ORIENTAL DEL URUGUAY;julio
68656414;ESC. BAS. 244 RCA. ORIENTAL DEL URUGUAY;junio
33506516;ESC. BAS. 2450 PEDRO JUAN CABALLERO;agosto
33506516;ESC. BAS. 2450 PEDRO JUAN CABALLERO;julio
33506516;ESC. BAS. 2450 PEDRO JUAN CABALLERO;junio
25426302;ESC. BAS. 2451 ARQ. TOMAS ROMERO PEREIRA (12013);agosto
25426302;ESC. BAS. 2451 ARQ. TOMAS ROMERO PEREIRA (12013);julio
25426302;ESC. BAS. 2451 ARQ. TOMAS ROMERO PEREIRA (12013);junio
27721052;ESC. BAS. 2452 ARQ. TOMAS ROMERO PEREIRA (12062);agosto
27721052;ESC. BAS. 2452 ARQ. TOMAS ROMERO PEREIRA (12062);julio
27721052;ESC. BAS. 2452 ARQ. TOMAS ROMERO PEREIRA (12062);junio
8291160;ESC. BAS. 2453 CARLOS ANTONIO LOPEZ;agosto
8291160;ESC. BAS. 2453 CARLOS ANTONIO LOPEZ;julio
8291160;ESC. BAS. 2453 CARLOS ANTONIO LOPEZ;junio
19990552;ESC. BAS. 2454 SAN R. GONZALEZ DE SANTACRUZ;agosto
19990552;ESC. BAS. 2454 SAN R. GONZALEZ DE SANTACRUZ;julio
19990552;ESC. BAS. 2454 SAN R. GONZALEZ DE SANTACRUZ;junio
21598874;ESC. BAS. 2455 SAN ANTONIO DE PADUA;agosto
21598874;ESC. BAS. 2455 SAN ANTONIO DE PADUA;julio
21598874;ESC. BAS. 2455 SAN ANTONIO DE PADUA;junio
1658232;ESC. BAS. 2456 ACOSTA ÑU;agosto
1658232;ESC. BAS. 2456 ACOSTA ÑU;julio
1658232;ESC. BAS. 2456 ACOSTA ÑU;junio
14924088;ESC. BAS. 2457 SANTA MARIA;agosto
14924088;ESC. BAS. 2457 SANTA MARIA;julio
14924088;ESC. BAS. 2457 SANTA MARIA;junio
24890320;ESC. BAS. 2459 EDELMIRA TORRES BLANCO;agosto
24890320;ESC. BAS. 2459 EDELMIRA TORRES BLANCO;julio
24890320;ESC. BAS. 2459 EDELMIRA TORRES BLANCO;junio
33876384;ESC. BAS. 245 PROF. AURELIA TORRES;agosto
33876384;ESC. BAS. 245 PROF. AURELIA TORRES;julio
33876384;ESC. BAS. 245 PROF. AURELIA TORRES;junio
9296178;ESC. BAS. 2460 NIÑO MILAGROSO;agosto
9296178;ESC. BAS. 2460 NIÑO MILAGROSO;julio
9296178;ESC. BAS. 2460 NIÑO MILAGROSO;junio
3316464;ESC. BAS. 2461 VIRGEN DE FATIMA;agosto
3316464;ESC. BAS. 2461 VIRGEN DE FATIMA;julio
3316464;ESC. BAS. 2461 VIRGEN DE FATIMA;junio
16272106;ESC. BAS. 2462 MCAL. JOSE FELIX ESTIGARRIBIA;agosto
16272106;ESC. BAS. 2462 MCAL. JOSE FELIX ESTIGARRIBIA;julio
16272106;ESC. BAS. 2462 MCAL. JOSE FELIX ESTIGARRIBIA;junio
25024320;ESC. BAS. 2463 PADRE HUMBERTO LUKE;agosto
25024320;ESC. BAS. 2463 PADRE HUMBERTO LUKE;julio
24873570;ESC. BAS. 2463 PADRE HUMBERTO LUKE;junio
1658232;ESC. BAS. 2464 SAN BLAS;agosto
1658232;ESC. BAS. 2464 SAN BLAS;julio
1658232;ESC. BAS. 2464 SAN BLAS;junio
21799624;ESC. BAS. 2465 MBURUCUYA;agosto
21799624;ESC. BAS. 2465 MBURUCUYA;julio
21799624;ESC. BAS. 2465 MBURUCUYA;junio
23725874;ESC. BAS. 2466 MARIA AUXILIADORA;agosto
23725874;ESC. BAS. 2466 MARIA AUXILIADORA;julio
23725874;ESC. BAS. 2466 MARIA AUXILIADORA;junio
13357624;ESC. BAS. 2467 SAN JOSE;agosto
13357624;ESC. BAS. 2467 SAN JOSE;julio
13357624;ESC. BAS. 2467 SAN JOSE;junio
11791160;ESC. BAS. 2468 VISOCOLAN;agosto
11791160;ESC. BAS. 2468 VISOCOLAN;julio
11791160;ESC. BAS. 2468 VISOCOLAN;junio
36104214;ESC. BAS. 246 MTRA.MARIA C.LEYES DE CHAVES;agosto
32637000;ESC. BAS. 246 MTRA.MARIA C.LEYES DE CHAVES;julio
32637000;ESC. BAS. 246 MTRA.MARIA C.LEYES DE CHAVES;junio
10041160;ESC. BAS. 2470 SANTA CLARA;agosto
10041160;ESC. BAS. 2470 SANTA CLARA;julio
10041160;ESC. BAS. 2470 SANTA CLARA;junio
9949392;ESC. BAS. 2471 NIÑO SALVADOR;agosto
9949392;ESC. BAS. 2471 NIÑO SALVADOR;julio
9949392;ESC. BAS. 2471 NIÑO SALVADOR;junio
21858606;ESC. BAS. 2472 VIRGEN DE FATIMA;agosto
21858606;ESC. BAS. 2472 VIRGEN DE FATIMA;julio
21858606;ESC. BAS. 2472 VIRGEN DE FATIMA;junio
3316464;ESC. BAS. 2473;agosto
3316464;ESC. BAS. 2473;julio
3316464;ESC. BAS. 2473;junio
30660302;ESC. BAS. 2474 SAN BLAS;agosto
30660302;ESC. BAS. 2474 SAN BLAS;julio
29923302;ESC. BAS. 2474 SAN BLAS;junio
20325624;ESC. BAS. 2475;agosto
20325624;ESC. BAS. 2475;julio
20107874;ESC. BAS. 2475;junio
20057642;ESC. BAS. 2476 LAS RESIDENTAS;agosto
20057642;ESC. BAS. 2476 LAS RESIDENTAS;julio
20057642;ESC. BAS. 2476 LAS RESIDENTAS;junio
13265856;ESC. BAS. 2477 EMILIANO R. FERNANDEZ;agosto
13265856;ESC. BAS. 2477 EMILIANO R. FERNANDEZ;julio
13265856;ESC. BAS. 2477 EMILIANO R. FERNANDEZ;junio
11607624;ESC. BAS. 2478;agosto
11607624;ESC. BAS. 2478;julio
11607624;ESC. BAS. 2478;junio
6632928;ESC. BAS. 2479 DON RICARDO QUINTANA VALLEJOS;agosto
6632928;ESC. BAS. 2479 DON RICARDO QUINTANA VALLEJOS;julio
6632928;ESC. BAS. 2479 DON RICARDO QUINTANA VALLEJOS;junio
27497424;ESC. BAS. 247 CPTAN.DE NAVIO PEDRO I.MEZA;agosto
27095424;ESC. BAS. 247 CPTAN.DE NAVIO PEDRO I.MEZA;julio
26877674;ESC. BAS. 247 CPTAN.DE NAVIO PEDRO I.MEZA;junio
19898784;ESC. BAS. 2480 GRAL.BERNARDINO CABALLERO;agosto
19898784;ESC. BAS. 2480 GRAL.BERNARDINO CABALLERO;julio
19898784;ESC. BAS. 2480 GRAL.BERNARDINO CABALLERO;junio
36246694;ESC. BAS. 2481 MCAL.FRANCISCO SOLANO LOPEZ;agosto
36246694;ESC. BAS. 2481 MCAL.FRANCISCO SOLANO LOPEZ;julio
36615194;ESC. BAS. 2481 MCAL.FRANCISCO SOLANO LOPEZ;junio
14421624;ESC. BAS. 2482;agosto
12763392;ESC. BAS. 2482;julio
12763392;ESC. BAS. 2482;junio
1959732;ESC. BAS. 2483;agosto
1959732;ESC. BAS. 2483;julio
1959732;ESC. BAS. 2483;junio
23290374;ESC. BAS. 2483 - PARCIALIDAD YSHIR;agosto
23290374;ESC. BAS. 2483 - PARCIALIDAD YSHIR;julio
21540374;ESC. BAS. 2483 - PARCIALIDAD YSHIR;junio
25024320;ESC. BAS. 2484;agosto
24823320;ESC. BAS. 2484;julio
24823320;ESC. BAS. 2484;junio
1658232;ESC. BAS. 2484 OS OUCH S.TERESITA *COD.ANULADO*;agosto
1658232;ESC. BAS. 2484 OS OUCH S.TERESITA *COD.ANULADO*;julio
1658232;ESC. BAS. 2484 OS OUCH S.TERESITA *COD.ANULADO*;junio
23457856;ESC. BAS. 2485 24 DE OCTUBRE;agosto
25116088;ESC. BAS. 2485 24 DE OCTUBRE;julio
25116088;ESC. BAS. 2485 24 DE OCTUBRE;junio
13919160;ESC. BAS. 2487 SAN PEDRO;agosto
13919160;ESC. BAS. 2487 SAN PEDRO;julio
13919160;ESC. BAS. 2487 SAN PEDRO;junio
6632928;ESC. BAS. 2488 CACIQUE MAYOR MANUEL DIAZ;agosto
6632928;ESC. BAS. 2488 CACIQUE MAYOR MANUEL DIAZ;julio
6632928;ESC. BAS. 2488 CACIQUE MAYOR MANUEL DIAZ;junio
34638640;ESC. BAS. 2489 PROF.BENEFRIDA T. DE BECKER;agosto
32980408;ESC. BAS. 2489 PROF.BENEFRIDA T. DE BECKER;julio
34638640;ESC. BAS. 2489 PROF.BENEFRIDA T. DE BECKER;junio
16246696;ESC. BAS. 248 DEFENSORES DEL CHACO;agosto
16246696;ESC. BAS. 248 DEFENSORES DEL CHACO;julio
15878196;ESC. BAS. 248 DEFENSORES DEL CHACO;junio
42870420;ESC. BAS. 2490 MAKA ANGEL KANAITY;agosto
42870420;ESC. BAS. 2490 MAKA ANGEL KANAITY;julio
42870420;ESC. BAS. 2490 MAKA ANGEL KANAITY;junio
19865392;ESC. BAS. 2491 P.S. PARC.AVA GUARANI;agosto
17654392;ESC. BAS. 2491 P.S. PARC.AVA GUARANI;julio
17654392;ESC. BAS. 2491 P.S. PARC.AVA GUARANI;junio
13357624;ESC. BAS. 2492;agosto
13357624;ESC. BAS. 2492;julio
13357624;ESC. BAS. 2492;junio
1658232;ESC. BAS. 2493;agosto
1658232;ESC. BAS. 2493;julio
1658232;ESC. BAS. 2493;junio
15107624;ESC. BAS. 2494 VIRGEN DE FATIMA;agosto
15107624;ESC. BAS. 2494 VIRGEN DE FATIMA;julio
15107624;ESC. BAS. 2494 VIRGEN DE FATIMA;junio
45407158;ESC. BAS. 2495;agosto
45407158;ESC. BAS. 2495;julio
45407158;ESC. BAS. 2495;junio
28373480;ESC. BAS. 2496;agosto
28373480;ESC. BAS. 2496;julio
28373480;ESC. BAS. 2496;junio
25492606;ESC. BAS. 2497 VIRGEN DE FATIMA;agosto
25492606;ESC. BAS. 2497 VIRGEN DE FATIMA;julio
25492606;ESC. BAS. 2497 VIRGEN DE FATIMA;junio
23549624;ESC. BAS. 2498;agosto
23549624;ESC. BAS. 2498;julio
23549624;ESC. BAS. 2498;junio
11699392;ESC. BAS. 2499;agosto
11699392;ESC. BAS. 2499;julio
11699392;ESC. BAS. 2499;junio
68744850;ESC. BAS. 249 DON FRANCISCO R. CABRAL FERNAND;agosto
68744850;ESC. BAS. 249 DON FRANCISCO R. CABRAL FERNAND;julio
68744850;ESC. BAS. 249 DON FRANCISCO R. CABRAL FERNAND;junio
82282194;ESC. BAS. 24 REPUBLICA DOMINICANA;agosto
82638066;ESC. BAS. 24 REPUBLICA DOMINICANA;julio
82638066;ESC. BAS. 24 REPUBLICA DOMINICANA;junio
14924088;ESC. BAS. 2500 SANTA RITA;agosto
14924088;ESC. BAS. 2500 SANTA RITA;julio
14924088;ESC. BAS. 2500 SANTA RITA;junio
18558892;ESC. BAS. 2501 TTE. JOSE MARIA FARIÑA;agosto
18558892;ESC. BAS. 2501 TTE. JOSE MARIA FARIÑA;julio
18558892;ESC. BAS. 2501 TTE. JOSE MARIA FARIÑA;junio
20040910;ESC. BAS. 2502 DON JUAN E.O'LEARY;agosto
20040910;ESC. BAS. 2502 DON JUAN E.O'LEARY;julio
20040910;ESC. BAS. 2502 DON JUAN E.O'LEARY;junio
23215248;ESC. BAS. 2503 NTRA. SRA. DE LA MEDALLA M.;agosto
26531712;ESC. BAS. 2503 NTRA. SRA. DE LA MEDALLA M.;julio
26531712;ESC. BAS. 2503 NTRA. SRA. DE LA MEDALLA M.;junio
12698571;ESC. BAS. 2504 NIÑO JESUS;agosto
12698571;ESC. BAS. 2504 NIÑO JESUS;julio
12698571;ESC. BAS. 2504 NIÑO JESUS;junio
11607624;ESC. BAS. 2505 NUEVA ESPERANZA;agosto
11607624;ESC. BAS. 2505 NUEVA ESPERANZA;julio
11607624;ESC. BAS. 2505 NUEVA ESPERANZA;junio
28481588;ESC. BAS. 2506 JULIO AFARA PAVIA;agosto
28481588;ESC. BAS. 2506 JULIO AFARA PAVIA;julio
28481588;ESC. BAS. 2506 JULIO AFARA PAVIA;junio
77651214;ESC. BAS. 2507 MANUEL ORTIZ GUERRERO;agosto
78371464;ESC. BAS. 2507 MANUEL ORTIZ GUERRERO;julio
76713232;ESC. BAS. 2507 MANUEL ORTIZ GUERRERO;junio
30702498;ESC. BAS. 2508 ARQ. TOMAS ROMERO PEREIRA;agosto
31137998;ESC. BAS. 2508 ARQ. TOMAS ROMERO PEREIRA;julio
31137998;ESC. BAS. 2508 ARQ. TOMAS ROMERO PEREIRA;junio
2596250;ESC. BAS. 2508 ARQ.TOMAS ROMERO PEREIRA;agosto
2596250;ESC. BAS. 2508 ARQ.TOMAS ROMERO PEREIRA;julio
2596250;ESC. BAS. 2508 ARQ.TOMAS ROMERO PEREIRA;junio
16798124;ESC. BAS. 2509 VIRGEN DEL CARMEN;agosto
16798124;ESC. BAS. 2509 VIRGEN DEL CARMEN;julio
16798124;ESC. BAS. 2509 VIRGEN DEL CARMEN;junio
8382928;ESC. BAS. 250 MARIA FELICIDAD GONZALEZ;agosto
8382928;ESC. BAS. 250 MARIA FELICIDAD GONZALEZ;julio
8382928;ESC. BAS. 250 MARIA FELICIDAD GONZALEZ;junio
21681052;ESC. BAS. 2510 MANUEL DOMINGUEZ;agosto
21681052;ESC. BAS. 2510 MANUEL DOMINGUEZ;julio
21681052;ESC. BAS. 2510 MANUEL DOMINGUEZ;junio
19990552;ESC. BAS. 2511 SAN ANTONIO DE PADUA;agosto
19990552;ESC. BAS. 2511 SAN ANTONIO DE PADUA;julio
19990552;ESC. BAS. 2511 SAN ANTONIO DE PADUA;junio
11607624;ESC. BAS. 2512 CNEL. JUSTO MOREL LEIVA;agosto
11607624;ESC. BAS. 2512 CNEL. JUSTO MOREL LEIVA;julio
11607624;ESC. BAS. 2512 CNEL. JUSTO MOREL LEIVA;junio
28313980;ESC. BAS. 2513 CNEL. FLORENTIN OVIEDO;agosto
28313980;ESC. BAS. 2513 CNEL. FLORENTIN OVIEDO;julio
28313980;ESC. BAS. 2513 CNEL. FLORENTIN OVIEDO;junio
26715248;ESC. BAS. 2514 VICENTE IGNACIO ITURBE;agosto
26715248;ESC. BAS. 2514 VICENTE IGNACIO ITURBE;julio
26715248;ESC. BAS. 2514 VICENTE IGNACIO ITURBE;junio
25299106;ESC. BAS. 2515 GRAL. PEDRO DUARTE;agosto
25299106;ESC. BAS. 2515 GRAL. PEDRO DUARTE;julio
25299106;ESC. BAS. 2515 GRAL. PEDRO DUARTE;junio
21724552;ESC. BAS. 2516 SAN LORENZO;agosto
21724552;ESC. BAS. 2516 SAN LORENZO;julio
21724552;ESC. BAS. 2516 SAN LORENZO;junio
17587356;ESC. BAS. 2517 CAPITAN DOMINGO ORTIZ;agosto
17587356;ESC. BAS. 2517 CAPITAN DOMINGO ORTIZ;julio
17587356;ESC. BAS. 2517 CAPITAN DOMINGO ORTIZ;junio
11607624;ESC. BAS. 2518 ELISA ALICIA LINCH;agosto
11607624;ESC. BAS. 2518 ELISA ALICIA LINCH;julio
